id,name,neighbourhood,host_name,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
29059,Lovely studio Quartier Latin,Ville-Marie,Maryline,45.51939,-73.56482,Entire home/apt,164.0,2.0,450.0,3/16/24,2.69,2,302,48.0,"267153, expires: 2024-03-31"
29061,Maison historique - Quartier Latin,Ville-Marie,Maryline,45.51929,-73.56493,Entire home/apt,349.0,2.0,130.0,2/19/24,0.88,2,348,19.0,"267153, expires: 2024-03-31"
38118,Beautiful room  with a balcony in front of a parc,Ville-Marie,M.,45.52699,-73.5584,Private room,50.0,31.0,16.0,8/29/22,0.1,1,299,0.0,
50479,L'Arcade Douce,Rosemont-La Petite-Patrie,Noemie,45.54157,-73.60737,Entire home/apt,90.0,3.0,263.0,3/18/24,1.6,2,0,47.0,"271530, expires: 2024-04-30"
66247,Large Loft in Historic Old Montreal,Ville-Marie,Seb,45.50584,-73.55602,Entire home/apt,110.0,3.0,453.0,3/3/24,2.81,4,59,83.0,"314544, expires: 2024-07-14T00:00:00Z"
70489,Ultra Luxurious - City Center,Ville-Marie,Marc Andre,45.5019,-73.56354,Entire home/apt,90.0,31.0,1.0,10/15/13,0.01,1,249,0.0,
70801,"Large, sunny house with garden near Old MTL",Le Sud-Ouest,Jennifer&Steeve,45.47812,-73.55698,Entire home/apt,499.0,3.0,35.0,10/9/23,0.22,1,252,8.0,"310728, expires: 2024-07-31"
99859,Plateau Charm,Le Plateau-Mont-Royal,Sesaye,45.51856,-73.57756,Entire home/apt,232.0,31.0,44.0,8/7/23,0.28,1,365,1.0,
135275,"Charming aparthotel, little Italie",Villeray-Saint-Michel-Parc-Extension,Myriam,45.53971,-73.61943,Entire home/apt,170.0,31.0,75.0,1/9/24,0.48,3,223,3.0,
137443,"Apt + garden (Mile End, Plateau) / # CiTQ 310398",Le Plateau-Mont-Royal,Christophe,45.52663,-73.60145,Entire home/apt,280.0,2.0,67.0,10/15/23,0.46,1,90,20.0,"310398, expires: 2024-06-30"
164087,Functional studio (Secret Studio) -plateau,Le Plateau-Mont-Royal,Martin,45.528545,-73.579308,Entire home/apt,104.0,2.0,723.0,3/7/24,4.71,2,27,70.0,"291093, expires: 2025-01-31"
165108,The Cocooning in the heart of Rosemont,Rosemont-La Petite-Patrie,Karine,45.54673,-73.57181,Entire home/apt,95.0,31.0,32.0,1/2/22,0.21,3,2,0.0,
168331,Modern vintage 2 BDR in heart plateau,Le Plateau-Mont-Royal,Martin,45.528431,-73.578979,Entire home/apt,204.0,2.0,631.0,3/1/24,4.14,2,24,63.0,"291093, expires: 2025-01-31"
171627,MINI LOUNGE LOFT,Côte-des-Neiges-Notre-Dame-de-Grâce,Lapelemo,45.49406,-73.62555,Entire home/apt,92.0,31.0,2.0,8/7/22,0.01,1,265,0.0,
180947,"Loft at Unity 1, Downtown - 423",Ville-Marie,Service,45.50312,-73.56346,Entire home/apt,145.0,31.0,5.0,3/22/22,1.245,14,273,0.0,
208337,"Large apartment, terrace and garden",Le Plateau-Mont-Royal,Christian Et Judith,45.53217,-73.58388,Entire home/apt,220.0,20.0,22.0,8/28/22,0.15,2,197,0.0,"306474, expires: 2024-08-31"
211602,Beautiful sun-filled Studio,Baie-d'Urfé,Hans,45.41282,-73.90712,Entire home/apt,146.0,31.0,219.0,10/26/23,1.73,1,151,21.0,"311701, expires: 2024-12-22"
231472,Charmant appartement équipé,Villeray-Saint-Michel-Parc-Extension,Myriam,45.53839,-73.61759,Entire home/apt,125.0,31.0,21.0,3/31/20,0.15,3,65,0.0,
238705,Magnificent Family Home in Mile End,Le Plateau-Mont-Royal,Victor,45.5211,-73.59219,Entire home/apt,350.0,31.0,10.0,1/2/20,0.08,1,62,0.0,
241212,"Le Laurier, exquisite loft",Rosemont-La Petite-Patrie,Karine,45.5467,-73.57182,Entire home/apt,180.0,31.0,15.0,7/13/23,0.1,3,0,1.0,
262688,Le Tierra - Private Parking Huge Backyard,Le Sud-Ouest,Home In Montreal,45.48177,-73.55727,Entire home/apt,100.0,2.0,230.0,3/3/24,1.62,5,222,21.0,"266431, expires: 2024-06-30"
285349,The authentic and charming Montrealer,Rosemont-La Petite-Patrie,Karine,45.55232,-73.58254,Entire home/apt,180.0,31.0,9.0,10/10/21,0.13,3,240,0.0,
285497,Beautiful penthouse central location,Le Plateau-Mont-Royal,Karine,45.50987035,-73.57478748,Entire home/apt,100.0,31.0,14.0,8/15/23,0.13,1,335,1.0,
286671,Bel appartement Plateau Mt-Royal Métro Sherbrooke,Le Plateau-Mont-Royal,Ian,45.51898,-73.56871,Entire home/apt,130.0,31.0,10.0,10/14/14,0.07,1,80,0.0,
293760,br. fully equip short/ long term,Saint-Laurent,Marie Gyby,45.52353,-73.68069,Private room,35.0,31.0,38.0,2/5/24,0.26,3,266,2.0,
331764,Loft sur le Plateau avec terrasse,Le Plateau-Mont-Royal,Julien,45.52916,-73.57174,Entire home/apt,48.0,31.0,69.0,2/25/24,0.49,1,111,5.0,
353210,Small room in a wonderful house,Mercier-Hochelaga-Maisonneuve,Colin&Özge,45.55646,-73.53311,Private room,40.0,31.0,29.0,2/15/24,0.21,3,162,3.0,
453936,"Luminous LOFT, Calm and Spacious",Le Plateau-Mont-Royal,Serge,45.51614,-73.581,Entire home/apt,115.0,3.0,374.0,3/4/24,2.6,1,166,50.0,"249454, expires: 2024-04-30"
487610,Nice room in the heart of Montreal,Le Plateau-Mont-Royal,Cecel,45.51272,-73.57613,Private room,27.0,31.0,20.0,3/28/20,0.14,1,0,0.0,
488221,Oasis next to Jean Talon market CITQ 314174,Rosemont-La Petite-Patrie,Pierre Et Martyna,45.53556,-73.61186,Entire home/apt,285.0,6.0,24.0,12/28/23,0.17,1,99,5.0,"314174, expires: 2024-06-19"
500701,Amazing loft in Montreal downtown,Le Sud-Ouest,Valerie,45.48004,-73.58113,Entire home/apt,508.0,31.0,327.0,10/29/23,2.31,1,263,25.0,
511509,Prime Location in Old Montreal - 2 floors,Ville-Marie,Andrew,45.50922,-73.5519,Entire home/apt,109.0,2.0,325.0,3/8/24,2.27,1,233,53.0,"314121, expires: 2024-06-21"
534948,Beautiful & quiet apartment in downtown,Le Sud-Ouest,Edward,45.4873,-73.5733,Entire home/apt,62.0,31.0,7.0,10/8/23,0.05,1,64,3.0,
542160,Charming condo Plateau Mont-Royal,Le Plateau-Mont-Royal,Alex,45.53666,-73.58142,Entire home/apt,83.0,7.0,202.0,2/22/24,1.69,2,190,15.0,"284723, expires: 2024-06-30"
556742,"5-1/2 Plateau Mont Royal,2 bedrooms",Le Plateau-Mont-Royal,Carole,45.5309,-73.56854,Entire home/apt,150.0,31.0,127.0,2/23/24,0.9,1,259,3.0,
564098,Bright loft on the Plateau +terrace,Le Plateau-Mont-Royal,Marilou,45.53826,-73.5707,Entire home/apt,61.0,31.0,13.0,12/1/23,0.09,2,99,2.0,
565545,CASA - BLANCA : PEACE & QUIET,Mercier-Hochelaga-Maisonneuve,Aniss,45.5506,-73.5443,Private room,60.0,31.0,37.0,9/20/18,0.26,1,359,0.0,
583029,Room in little ancestral house near waterfront,Lachine,Eve Caroline,45.43393,-73.68545,Private room,84.0,3.0,107.0,3/10/24,0.75,1,86,21.0,"309309, expires: 2024-03-31"
589770,Montreal at the heart of City-Marie,Ville-Marie,Cottages Montréal,45.51757,-73.55598,Entire home/apt,141.0,2.0,142.0,3/18/24,1.0,2,249,44.0,"271946, expires: 2024-12-31"
598266,NICE & COZY 4-BROOMS Little-Italy STUDENTS WELCOME,Rosemont-La Petite-Patrie,Jean-Philippe,45.53491,-73.60668,Entire home/apt,250.0,31.0,47.0,7/4/22,0.33,2,365,0.0,
616408,"Unique & huge ap. on top floor, 31 nights & more!",Le Plateau-Mont-Royal,Nath,45.5285,-73.58559,Entire home/apt,429.0,31.0,21.0,8/31/22,0.15,1,363,0.0,
624078,Amazing 1 Bdrm downtown with garden,Le Plateau-Mont-Royal,Olivier,45.50652,-73.57523,Entire home/apt,207.0,31.0,14.0,3/13/24,0.11,1,254,5.0,
636982,ROOM IN LOVELY AREA (ROSEMONT),Rosemont-La Petite-Patrie,Pierre-Marc,45.54721,-73.59024,Private room,48.0,31.0,13.0,7/1/23,0.11,2,365,1.0,
637533,Charming Downtown Montreal,Ville-Marie,Cottages Montréal,45.51758,-73.55601,Entire home/apt,196.0,2.0,242.0,3/18/24,3.08,2,177,69.0,"271946, expires: 2024-12-31"
644898,Eco studio/loft in Mile-End/Plateau,Le Plateau-Mont-Royal,Emmanuel,45.51884,-73.59048,Entire home/apt,116.0,1.0,870.0,3/21/24,6.19,2,158,103.0,"263966, expires: 2024-05-31"
646363,City apartment fully equipped,Rosemont-La Petite-Patrie,Sandy,45.57466,-73.57275,Entire home/apt,90.0,31.0,34.0,3/10/24,0.24,3,231,5.0,
662501,Luxurious Plateau Apartment,Le Plateau-Mont-Royal,Mathieu,45.52408,-73.59696,Entire home/apt,85.0,31.0,33.0,2/2/24,0.24,3,252,6.0,
697198,"Appt Fully furnished, Montreal, Carré St Louis",Ville-Marie,Stephane,45.51602,-73.56676,Entire home/apt,43.0,31.0,7.0,3/31/20,0.1,1,174,0.0,
720581,"Home away from home, entire apt",Saint-Laurent,Marie Gyby,45.52597,-73.68104,Entire home/apt,75.0,31.0,89.0,6/1/22,0.68,3,297,0.0,
744424,Design Apartment in the Most Trendy aera.,Le Plateau-Mont-Royal,France,45.5243,-73.59238,Entire home/apt,130.0,14.0,153.0,3/8/24,1.15,3,212,5.0,"271283, expires: 2024-11-30"
744459,Magnificent Apartment in Miles End,Le Plateau-Mont-Royal,France,45.5241,-73.59248,Entire home/apt,140.0,31.0,38.0,3/1/24,0.28,3,178,4.0,"271283, expires: 2024-11-30"
755459,Bohemian Loft Retreat in Montreal’s Old Port,Ville-Marie,Missy,45.50444,-73.55426,Entire home/apt,202.0,31.0,144.0,10/31/23,1.42,3,118,2.0,
759953,Bright and sunny family house,Ahuntsic-Cartierville,Hélène & Simon,45.54117,-73.67114,Entire home/apt,150.0,31.0,1.0,1/1/15,0.01,1,164,0.0,
760558,Cozy room -woman only - heart  of Plateau,Le Plateau-Mont-Royal,Stephanie,45.52186,-73.58207,Private room,100.0,1.0,59.0,12/2/23,0.46,1,4,12.0,"307677, expires: 2024-12-01T01:00:00Z"
793546,Cozy appartement in a convenient location,Ville-Marie,Federico,45.53017,-73.5611,Entire home/apt,159.0,31.0,39.0,8/28/22,0.33,1,364,0.0,
815265,2 bedrooms executive suite downtown Montreal - 475,Ville-Marie,Service,45.49238,-73.57625,Entire home/apt,112.0,31.0,5.0,9/30/23,0.04,14,364,1.0,
833598,Loft with indoor parking for (long-mid term stays),Mercier-Hochelaga-Maisonneuve,Albane & Alex,45.5461,-73.54263,Entire home/apt,100.0,31.0,12.0,7/31/23,0.17,1,192,3.0,
850970,House on the Plateau Mont-Royal,Le Plateau-Mont-Royal,David,45.52797,-73.57446,Entire home/apt,832.0,3.0,11.0,1/1/24,0.11,1,290,6.0,"309543, expires: 2024-04-30"
856136,REALLY NICE ROOM IN ROSEMONT AREA,Rosemont-La Petite-Patrie,Pierre-Marc,45.54706,-73.59011,Private room,48.0,31.0,6.0,2/12/23,0.31,2,365,0.0,
858051,"1800 SQ.FT, 4 BEDROOMS, 2 BATHROOMS",Verdun,Ibrahim,45.45032,-73.56707,Entire home/apt,359.0,31.0,32.0,6/1/23,0.24,2,362,1.0,
875315,6 minutes à pieds du marché J-Talon,Villeray-Saint-Michel-Parc-Extension,Josée,45.54245,-73.61908,Entire home/apt,110.0,31.0,27.0,11/10/23,0.28,3,195,6.0,
878412,Montreal Downtown- great location,Le Sud-Ouest,Melanie,45.49072,-73.56627,Private room,30.0,31.0,8.0,12/24/23,0.06,7,54,2.0,
879191,friends travelling together? MTL,Le Sud-Ouest,Melanie,45.49068,-73.56544,Private room,35.0,31.0,2.0,3/5/24,0.02,7,174,1.0,
879202,Griffintown  room  in townhouse,Ville-Marie,Melanie,45.49462,-73.56486,Private room,27.0,31.0,7.0,7/31/22,0.05,7,231,0.0,
889347,FURNISHED STUDIO FOR TWO VERY NEAR METRO; DALI,Rosemont-La Petite-Patrie,Pierre,45.53421,-73.60252,Entire home/apt,115.0,5.0,95.0,3/14/24,0.71,4,94,13.0,"266641, expires: 2024-07-31"
890444,Charming spot in Montreal,Mercier-Hochelaga-Maisonneuve,Valérie,45.5578,-73.53967,Entire home/apt,125.0,2.0,109.0,3/6/24,0.86,1,175,23.0,"263141, expires: 2024-12-31"
936438,3 1/2 rooms all-comfort,Rosemont-La Petite-Patrie,Denis,45.56718,-73.57658,Entire home/apt,104.0,2.0,64.0,1/29/24,0.49,2,151,18.0,"257530, expires: 2024-07-31"
937926,"GREAT LOCATION,  BEAUBIEN METRO; PICASSO STUDIO",Rosemont-La Petite-Patrie,Pierre,45.53419,-73.6023,Entire home/apt,80.0,5.0,125.0,3/13/24,0.94,4,85,24.0,"266641, expires: 2024-07-31"
938150,STUDIO 200 METERS FROM BEAUBIEN METRO; VAN GOGH,Rosemont-La Petite-Patrie,Pierre,45.53411,-73.6024,Entire home/apt,119.0,5.0,160.0,2/13/24,1.21,4,58,23.0,"266641, expires: 2024-07-31"
942837,Luxury Apt in Le Plateau / Mile End - 3 bedrooms,Le Plateau-Mont-Royal,Florence Et France,45.51812,-73.59068,Entire home/apt,166.0,31.0,29.0,7/13/19,0.22,8,173,0.0,
987285,Beautiful apartment in Mile-End,Le Plateau-Mont-Royal,Geneviève,45.52205,-73.5993,Entire home/apt,200.0,31.0,34.0,8/17/23,0.26,1,209,3.0,"308396, expires: 2025-02-01T00:00:00Z"
996300,Lovely Esplanade Ave Apartment on Plateau Montreal,Le Plateau-Mont-Royal,Don,45.51878,-73.59151,Entire home/apt,259.0,31.0,139.0,9/18/23,1.04,1,41,12.0,"311690, expires: 2025-01-13T00:00:00Z"
1003202,Private room downtown Montreal  40-2b,Ville-Marie,Melanie,45.49048,-73.56719,Private room,26.0,31.0,11.0,4/30/22,0.08,7,257,0.0,
1019168,"Cozy Nest, heart of the Plateau",Le Plateau-Mont-Royal,Lilou,45.52169,-73.58807,Private room,45.0,31.0,126.0,1/22/24,1.06,1,100,12.0,
1022114,Idéal pour un stage ou des études,Rosemont-La Petite-Patrie,Olivier,45.53506,-73.60639,Entire home/apt,55.0,31.0,9.0,12/19/23,0.07,1,93,3.0,
1066963,Restored Victorian GreyStone,Westmount,Patrice,45.48743,-73.58644,Entire home/apt,225.0,3.0,2.0,1/4/24,0.69,1,262,2.0,"315575, expires: 2024-09-17"
1067530,Colocation Belle au bois dormant,Le Plateau-Mont-Royal,Sarah,45.52202,-73.57864,Private room,42.0,31.0,44.0,11/2/23,0.34,1,113,3.0,
1078559,Cool flat  in the plateau Mt-Royal.,Le Plateau-Mont-Royal,Martine,45.53781799,-73.5799361,Entire home/apt,78.0,31.0,62.0,6/4/23,0.59,1,89,2.0,
1177300,Spacious 2bd -Steps away from metro,Mercier-Hochelaga-Maisonneuve,Coco & Jack,45.55398,-73.5497,Entire home/apt,219.0,5.0,196.0,12/31/23,1.5,1,147,13.0,"267234, expires: 2024-06-30T14:08:50Z"
1183363,"Spacious loft, fully legit BnB, A/C, keyless entry",Le Plateau-Mont-Royal,Marie,45.51838,-73.5796,Entire home/apt,308.0,1.0,275.0,2/25/24,2.12,1,253,42.0,"297133, expires: 2024-12-31"
1231516,Chambre pour étudiant/e VILERAY,Villeray-Saint-Michel-Parc-Extension,Nathalie,45.54403,-73.63151,Private room,35.0,31.0,4.0,8/1/23,0.21,3,265,3.0,
1232374,"Central, Modern & Bright with Backyard Oasis!",Le Plateau-Mont-Royal,Amy,45.51334,-73.56983,Entire home/apt,95.0,31.0,117.0,2/15/24,0.9,2,327,3.0,
1238669,Vacation in Montreal,Villeray-Saint-Michel-Parc-Extension,Nathalie,45.54762,-73.63594,Entire home/apt,55.0,31.0,40.0,11/16/23,0.49,3,242,1.0,
1320736,Very charming apt plateau - Park,Le Plateau-Mont-Royal,Pierrette,45.53434,-73.58697,Entire home/apt,145.0,31.0,46.0,11/5/23,0.36,1,225,6.0,
1339165,The Villeroise room,Villeray-Saint-Michel-Parc-Extension,Yan,45.54207,-73.61947,Private room,50.0,2.0,176.0,3/17/24,1.36,1,204,40.0,"306386, expires: 2024-08-31"
1351673,IL Destino: Original Tourist apt! - CITQ 186830,Rosemont-La Petite-Patrie,Marisol,45.53389,-73.60831,Entire home/apt,90.0,31.0,121.0,7/28/23,1.03,1,112,1.0,
1374884,Beautiful garden on the Plateau,Le Plateau-Mont-Royal,Julie,45.53625,-73.58638,Entire home/apt,364.0,6.0,11.0,10/11/22,0.08,1,206,0.0,"310426, expires: 2024-06-30"
1447970,Chic apt in the heart of Montréal,Le Plateau-Mont-Royal,Hugues,45.51585,-73.57393,Entire home/apt,125.0,31.0,26.0,1/5/24,0.2,1,93,5.0,
1458435,Appartement à Louer À Montréal,Villeray-Saint-Michel-Parc-Extension,Yan,45.55887,-73.60963,Entire home/apt,95.0,2.0,150.0,11/26/23,1.28,1,40,6.0,"303664, expires: 2024-12-31T14:36:42Z"
1462416,"Nice bedroom, sunny appartment.",Ville-Marie,Touria,45.52379,-73.5553,Private room,95.0,31.0,28.0,8/7/23,0.22,1,364,1.0,
1473849,Historic Duplex with Terrasse in city center,Ville-Marie,Ted,45.517662,-73.56054,Entire home/apt,500.0,3.0,2.0,6/19/23,0.12,2,258,1.0,"311365, expires: 2024-11-30"
1501912,Huge Room With its own Bathroom!,Rosemont-La Petite-Patrie,Julie (Habitats Julie Et David),45.53906777,-73.60747904,Private room,100.0,1.0,641.0,3/10/24,5.8,6,336,60.0,"286775, expires: 2024-08-31T20:12:54Z"
1555580,"Beautiful apartment, room for rent.",Le Sud-Ouest,Thomas,45.48172,-73.56808,Private room,90.0,31.0,55.0,11/5/23,0.43,1,266,19.0,
1594053,Beautiful Loft in Old Montreal,Ville-Marie,Istifan,45.50169885,-73.55849248,Entire home/apt,83.0,31.0,20.0,3/5/24,0.16,2,40,3.0,
1601488,loft style new york,Ville-Marie,Gerard,45.49862,-73.55977,Entire home/apt,289.0,31.0,64.0,6/19/23,0.53,2,254,2.0,
1606972,"3 1/2 dans les arbres, ensoleillé Mile-End",Le Plateau-Mont-Royal,Sophie,45.52545,-73.60227,Entire home/apt,95.0,31.0,1.0,9/1/23,0.15,1,243,1.0,
1654750,Cozy 2bd in The Village,Ville-Marie,Omid,45.51871,-73.55818,Entire home/apt,120.0,31.0,24.0,11/16/22,0.19,1,211,0.0,
1663916,Amazing condo heart of Mile-End,Le Plateau-Mont-Royal,Lilian,45.526554,-73.603584,Entire home/apt,245.0,3.0,143.0,10/9/23,1.12,1,25,14.0,"313335, expires: 2024-05-18"
1698827,Luxury condo! Great location !,Ville-Marie,Christian,45.52709,-73.55602,Entire home/apt,105.0,31.0,6.0,2/1/24,0.05,1,183,1.0,
1755790,La vraie vie de quartier à Montréal,Rosemont-La Petite-Patrie,Catherine,45.54424,-73.60263,Entire home/apt,80.0,31.0,33.0,8/31/23,0.26,2,132,2.0,
1767393,Great location downtown Mtl,Le Sud-Ouest,Melanie,45.48995,-73.56535,Private room,25.0,31.0,4.0,4/15/22,0.03,7,125,0.0,
1838648,Montreal DREAMLOFT on the PLATEAU🤩,Le Plateau-Mont-Royal,Brad & Dan,45.52143,-73.57345,Entire home/apt,197.0,31.0,796.0,3/19/24,6.4,3,48,71.0,"281470, expires: 2025-02-28"
1844027,Housing (Logement) in the Plateau (CITQ-306732),Le Plateau-Mont-Royal,Redgi,45.53285,-73.58246,Entire home/apt,161.0,2.0,129.0,2/25/24,1.05,1,103,23.0,"306732, expires: 2024-09-30"
1869544,"Gorgeous, luxury duplex in Montreal",Villeray-Saint-Michel-Parc-Extension,René,45.53926,-73.62067,Entire home/apt,229.0,2.0,93.0,3/17/24,0.79,1,69,36.0,"312866, expires: 2024-05-18T00:00:00Z"
1890203,"Ghost Sign Suites #1, 1920s style",Côte-des-Neiges-Notre-Dame-de-Grâce,Lance,45.46878,-73.6219,Entire home/apt,250.0,3.0,75.0,1/3/24,0.59,2,153,6.0,"294907, expires: 2024-09-30"
2014326,"Calme et volupté (avec Patio), Plateau Mont-Royal",Le Plateau-Mont-Royal,Anne,45.52777,-73.58024,Entire home/apt,299.0,7.0,25.0,8/19/23,0.26,1,114,4.0,"306955, expires: 2024-10-31"
2036814,Appartement au cœur du plateau avec jardin,Le Plateau-Mont-Royal,Liette,45.53051,-73.58549,Entire home/apt,150.0,21.0,3.0,8/3/23,0.03,1,119,1.0,"312876, expires: 2024-04-24"
2037495,studio vraiment chic,Ville-Marie,Gerard,45.50438,-73.55943,Entire home/apt,256.0,31.0,94.0,10/3/23,0.79,2,362,7.0,
2041714,This is it!,Le Plateau-Mont-Royal,Joseph,45.5289,-73.57182,Entire home/apt,50.0,31.0,562.0,3/13/24,4.55,1,122,4.0,
2045477,Coquet meublé rénové écolo Rosemont,Rosemont-La Petite-Patrie,Sylvie,45.55509,-73.58583,Entire home/apt,81.0,31.0,38.0,8/24/23,0.32,2,185,2.0,
2178331,"Spacious, quiet & walking distance to everything!",Le Plateau-Mont-Royal,Ilona,45.51437,-73.57005,Entire home/apt,139.0,31.0,95.0,1/24/24,0.77,1,66,7.0,
2203437,Exceptional home in the Mile-End min one  month,Le Plateau-Mont-Royal,Petit Séjour,45.52331,-73.6004,Entire home/apt,138.0,31.0,56.0,8/31/23,0.46,4,258,1.0,
2210744,Chouette logement dans le Mile End!,Le Plateau-Mont-Royal,Lina,45.52164,-73.59317,Entire home/apt,150.0,3.0,19.0,1/2/24,0.32,1,49,5.0,"304975, expires: 2024-05-31"
2223204,Charmant cottage avec piscine,Villeray-Saint-Michel-Parc-Extension,Nicolas,45.54258,-73.63469,Entire home/apt,400.0,4.0,33.0,1/5/24,0.28,1,216,12.0,"304909, expires: 2024-05-31"
2238241,grand appartement lumineux,Le Plateau-Mont-Royal,Nicolas,45.5203,-73.5728,Entire home/apt,120.0,31.0,62.0,8/13/23,0.51,1,272,2.0,
2254170,Best location-One bedroom suite with Queen bed (1),Le Plateau-Mont-Royal,Turgay,45.50941,-73.57234,Entire home/apt,159.0,1.0,20.0,3/17/24,0.19,4,299,2.0,"221252, expires: 2024-05-31"
2281831,"Lovely modern cottage, Little Italy",Rosemont-La Petite-Patrie,Renee,45.5329628,-73.60941315,Entire home/apt,230.0,5.0,12.0,10/10/23,0.11,1,37,2.0,"295530, expires: 2024-06-11"
2310328,Plateau Mont-Royal awaits!,Le Plateau-Mont-Royal,Sylvie,45.53321,-73.58563,Entire home/apt,106.0,31.0,199.0,10/29/23,1.65,2,239,2.0,
2338432,Loft On The Main-Heart Of Montreal Downtown,Le Plateau-Mont-Royal,We Rent For You Inc.,45.51391,-73.57071,Entire home/apt,146.0,1.0,32.0,7/18/23,0.29,24,42,7.0,"267551, expires: 2024-06-30"
2339145,Studio Downtown Montreal,Le Plateau-Mont-Royal,We Rent For You Inc.,45.51244,-73.57257,Entire home/apt,156.0,1.0,30.0,7/16/23,0.27,24,42,9.0,"267551, expires: 2024-06-30"
2357471,Appartement style condo de 3 1/2,Rosemont-La Petite-Patrie,Denis,45.56722,-73.577,Entire home/apt,104.0,2.0,49.0,3/9/24,0.52,2,178,27.0,"257530, expires: 2024-07-31"
2407187,Terrace Saint-Hubert,Le Plateau-Mont-Royal,Nicolas,45.52702,-73.58339,Entire home/apt,373.0,1.0,53.0,3/11/24,0.5,1,252,9.0,"304615, expires: 2025-04-30"
2413434,Charming and Spacious Duplex,Anjou,Lilibeth,45.59586,-73.548,Entire home/apt,96.0,31.0,168.0,9/2/23,1.39,1,314,2.0,
2415062,Luxury 2 bedrooms in the Plateau,Le Plateau-Mont-Royal,Freddy,45.52952,-73.57389,Entire home/apt,120.0,31.0,18.0,10/8/23,0.15,1,82,3.0,
2426058,Stylish apart for 2 to 4 in Mile- End -Min 1 month,Le Plateau-Mont-Royal,Petit Séjour,45.52325,-73.59824,Entire home/apt,158.0,31.0,54.0,1/15/24,0.46,4,327,3.0,
2460213,Artsy Plateau Apartment with Patio,Le Plateau-Mont-Royal,Brad & Dan,45.51998,-73.57326,Entire home/apt,159.0,31.0,717.0,3/19/24,5.92,3,33,68.0,"281282, expires: 2025-02-28"
2524236,Contemporary Loft in Old Montreal Third Floor,Ville-Marie,Loft,45.50033,-73.55586,Entire home/apt,90.0,31.0,47.0,9/1/23,0.39,1,66,2.0,
2550699,Luxurious and very well located,Ville-Marie,Francis,45.52011,-73.55522,Entire home/apt,350.0,31.0,45.0,6/20/23,0.39,1,362,1.0,
2564039,Spacious downtown MTL 2 bedrooms  loft + PARKING,Le Plateau-Mont-Royal,Antonie,45.51376,-73.5741,Entire home/apt,210.0,2.0,510.0,3/13/24,4.21,3,24,54.0,"299353, expires: 2024-06-30"
2586672,EcoDesign&Shared Garden&J-T Market,Rosemont-La Petite-Patrie,Julie (Habitats Julie Et David),45.539932,-73.606477,Entire home/apt,140.0,1.0,688.0,3/14/24,5.66,6,328,86.0,"274201, expires: 2025-04-01T00:00:00Z"
2611791,Condo at District Griffin - 935,Le Sud-Ouest,Service,45.49142,-73.56152,Entire home/apt,90.0,31.0,1.0,9/24/18,0.01,14,283,0.0,
2628616,Calm and near everything!,Le Plateau-Mont-Royal,Annie,45.52391,-73.58571,Entire home/apt,260.0,2.0,85.0,10/29/23,0.72,2,48,12.0,"303170, expires: 2024-09-30T21:34:11Z"
2683607,Pointe-Claire Getaway B,Pointe-Claire,Stewart,45.42788,-73.82499,Entire home/apt,75.0,31.0,11.0,9/30/23,0.11,2,1,2.0,
2703124,La vie est belle/ Air C/2 Parkings/2 storey,Rosemont-La Petite-Patrie,Hélène,45.54856,-73.57962,Entire home/apt,396.0,2.0,449.0,2/21/24,3.82,2,302,42.0,"280302, expires: 2025-01-01T08:27:25Z"
2713693,Cozy 1 bedroom ap. - Heart of Plateau + sofa bed,Le Plateau-Mont-Royal,Sébastien,45.52378,-73.5816,Entire home/apt,224.0,2.0,325.0,1/1/24,2.7,1,66,25.0,"309305, expires: 2024-03-31"
2715741,Loft near Atwater Market,Verdun,Marilou,45.47191,-73.56421,Entire home/apt,145.0,3.0,146.0,10/21/23,1.22,1,159,30.0,"295112, expires: 2024-05-03T16:10:37Z"
2722895,"Montreal, Metro, furnished independent room",Ville-Marie,Nader,45.51658,-73.55738,Private room,35.0,31.0,55.0,9/1/22,0.59,9,363,0.0,
2723294,Small studio in Montreal,Ville-Marie,Nader,45.51883,-73.56385,Entire home/apt,51.0,31.0,34.0,1/1/24,0.36,9,109,1.0,
2769882,Fully furnished room - Perfect for student!,Ville-Marie,Daniella,45.53159,-73.56082,Private room,45.0,31.0,15.0,9/24/23,0.13,1,139,1.0,
2878270,"Plateausuites #1, 1 bdrm Best@Plateau",Le Plateau-Mont-Royal,Luke,45.52804,-73.58501,Entire home/apt,95.0,2.0,204.0,3/17/24,1.82,3,178,38.0,"230370, expires: 2024-09-30"
2989546,Architect Oasis,Le Sud-Ouest,Genevieve,45.48771442,-73.57157192,Entire home/apt,350.0,7.0,28.0,1/3/24,0.23,1,19,4.0,"313278, expires: 2024-05-02"
3006119,Spacious Downtown Condo,Ville-Marie,Katia,45.48868,-73.58208,Entire home/apt,135.0,1.0,353.0,3/8/24,2.94,1,14,84.0,"312710, expires: 2024-04-13"
3051385,The perfect pied-à-terre (chilli)!,Le Sud-Ouest,Shelagh,45.47419,-73.56293,Entire home/apt,85.0,31.0,145.0,12/17/23,1.23,3,153,4.0,
